epoch,custom_loss_mse,loss,lr,mae,mse,val_custom_loss_mse,val_loss,val_mae,val_mse
0,0.0034672028850764036,0.003488995600491762,0.0005,0.12160106003284454,0.02627917192876339,0.0016933772712945938,0.001714639482088387,0.09683751314878464,0.015121187083423138
1,0.0014159036800265312,0.0014367469120770693,0.0004929996,0.09228995442390442,0.013872216455638409,0.0012207082472741604,0.001241006189957261,0.08988294750452042,0.013291880488395691
2,0.00103751418646425,0.0010581437963992357,0.0004901,0.08810111880302429,0.012897244654595852,0.0007368450169451535,0.0007577479118481278,0.08469663560390472,0.012213746085762978
3,0.0006924762856215239,0.0007136418134905398,0.00048787502,0.08383113890886307,0.012003259733319283,0.0005242498009465635,0.000545788963790983,0.08124911040067673,0.011502970941364765
4,0.00047151537728495896,0.0004934057942591608,0.00048599928,0.07896820455789566,0.011009384877979755,0.00037563510704785585,0.00039770480361767113,0.07600927352905273,0.010496442206203938
5,0.00039242810453288257,0.00041447574039921165,0.00048434673,0.07594162970781326,0.010439477860927582,0.00032656016992405057,0.0003485744528006762,0.0742056742310524,0.010186654515564442
6,0.00035800199839286506,0.00037994710146449506,0.0004828527,0.07452664524316788,0.010168176144361496,0.00029370200354605913,0.0003155329613946378,0.07286133617162704,0.009941065683960915
7,0.00033914277446456254,0.0003608785045798868,0.00048147878,0.07342343032360077,0.009937199763953686,0.00028808621573261917,0.00030971504747867584,0.07184132933616638,0.009703905321657658
8,0.00032373270369134843,0.00034528979449532926,0.0004802,0.07233027368783951,0.009703803807497025,0.00028365495381876826,0.0003051435633096844,0.07081102579832077,0.009472609497606754
9,0.0003130457189399749,0.0003345015284139663,0.00047899893,0.07136236131191254,0.009496716782450676,0.0002702442870941013,0.00029163426370359957,0.06979735940694809,0.009270671755075455
10,0.0003043410833925009,0.000325714994687587,0.00047786292,0.07051927596330643,0.009322823025286198,0.0002649596717674285,0.000286286958726123,0.06901220977306366,0.009116978384554386
11,0.00029632129007950425,0.00031763527658768,0.00047678244,0.0697513148188591,0.009172107093036175,0.0002543437003623694,0.0002756382164079696,0.06818810850381851,0.008967787027359009
12,0.0002898319798987359,0.0003111394471488893,0.00047575004,0.06907264143228531,0.009043282829225063,0.00025284706498496234,0.0002741354692261666,0.06771857291460037,0.008871193043887615
13,0.0002848361909855157,0.00030617337324656546,0.00047475984,0.0685446560382843,0.008939597755670547,0.000255485821980983,0.00027679718914441764,0.06714970618486404,0.008762285113334656
14,0.000280433043371886,0.00030177534790709615,0.00047380707,0.06809862703084946,0.008854767307639122,0.00024338880029972643,0.0002647755609359592,0.06665665656328201,0.008675853721797466
15,0.00027654095902107656,0.000297978229355067,0.00047288774,0.06770835816860199,0.008780134841799736,0.0002384029794484377,0.00025985014508478343,0.06632456928491592,0.008617347106337547
16,0.0002730845590122044,0.0002945637097582221,0.00047199856,0.06738992035388947,0.008720619603991508,0.00023841731308493763,0.0002599528816062957,0.06601013988256454,0.00855626817792654
