epoch,custom_loss_mse,loss,lr,mae,mse,val_custom_loss_mse,val_loss,val_mae,val_mse
0,0.003732178593054414,0.0037517414893954992,0.005,0.10817549377679825,0.01973719522356987,0.002643477637320757,0.002660901751369238,0.09815052151679993,0.015210868790745735
1,0.0020941656548529863,0.0021115506533533335,0.004505,0.09482736140489578,0.014300613664090633,0.0016688592731952667,0.0016868483508005738,0.09249205887317657,0.013705764897167683
2,0.0014340534107759595,0.001452745171263814,0.0042999643,0.09001147001981735,0.013090835884213448,0.0012427021283656359,0.0012616666499525309,0.08802191913127899,0.01263376697897911
0,0.0038089673034846783,0.003828322747722268,0.005,0.1085009053349495,0.019794834777712822,0.002668338594958186,0.002686017658561468,0.09845209866762161,0.015308943577110767
1,0.0021266741678118706,0.0021447548642754555,0.004505,0.09483704715967178,0.014294336549937725,0.002040271647274494,0.0020585551392287016,0.09387259930372238,0.01401449367403984
2,0.0018022462027147412,0.0018211936112493277,0.0042999643,0.09236903488636017,0.013636969961225986,0.0016008721431717277,0.0016207986045628786,0.09102080762386322,0.013306982815265656
3,0.001396017731167376,0.0014172658557072282,0.004142635,0.08936900645494461,0.012918157503008842,0.0012089775409549475,0.0012311619939282537,0.0875779464840889,0.012522505596280098
0,0.003824274055659771,0.003843046259135008,0.005,0.10828767716884613,0.019753310829401016,0.002537455642595887,0.0025542164221405983,0.09727440029382706,0.014946970157325268
1,0.002046829555183649,0.002063847379758954,0.0049299966,0.09423704445362091,0.014133187010884285,0.0015802487032487988,0.001597279915586114,0.09128937125205994,0.013378697447478771
2,0.0013588813599199057,0.0013769394718110561,0.004901,0.08920537680387497,0.01289758738130331,0.0012318503577262163,0.0012503507314249873,0.0877372995018959,0.01257694885134697
3,0.0010381345637142658,0.0010575777851045132,0.00487875,0.085942342877388,0.012190477922558784,0.0008955101948231459,0.0009161228081211448,0.0842268094420433,0.011863808147609234
4,0.0008309779805131257,0.0008524866425432265,0.004859993,0.08338704705238342,0.011682296171784401,0.00079207873204723,0.0008145833271555603,0.08255967497825623,0.011526444926857948
5,0.0007398194284178317,0.0007634043577127159,0.0048434674,0.08220671862363815,0.011469305492937565,0.0006661743391305208,0.0006902058375999331,0.08122941106557846,0.011274230666458607
6,0.0007080404902808368,0.0007325914339162409,0.004828527,0.08174506574869156,0.011391965672373772,0.0006592550780624151,0.0006842660950496793,0.08129821717739105,0.01133556105196476
7,0.0006933204713277519,0.0007186440634541214,0.004814788,0.08158521354198456,0.011378416791558266,0.0006570714758709073,0.0006825479213148355,0.08111532777547836,0.011289498768746853
8,0.00067739631049335,0.0007033999427221715,0.004802,0.08137215673923492,0.011350380256772041,0.0006232591695152223,0.0006491760723292828,0.08081547915935516,0.011280955746769905
9,0.0006686389679089189,0.0006950688548386097,0.0047899894,0.08120376616716385,0.011320109479129314,0.0006565004005096853,0.000683065562043339,0.0808410719037056,0.011268934234976768
10,0.0006638978375121951,0.000690880639012903,0.004778629,0.08107158541679382,0.011291769333183765,0.0006862593581900001,0.0007133748731575906,0.08065926283597946,0.011208622716367245
11,0.0006539461901411414,0.0006812845240347087,0.0047678244,0.08085434883832932,0.011246590875089169,0.0006227649282664061,0.0006502231117337942,0.08033927530050278,0.011150567792356014
12,0.0006552895647473633,0.0006829618941992521,0.0047575007,0.08079323917627335,0.011230416595935822,0.0006248518475331366,0.0006528437370434403,0.08040907233953476,0.011171730235219002
